symbol,contract_id,direction,entry_time_utc,entry,stop,target,rr_planned,split,exit_time_utc,exit_reason,r_result,mark_r,roll_level,atr_15m,atr_4h
UAIUSDC,30000131,LONG,2026-09-02T18:00:00+00:00,0.506,0.491175089218318,0.59165868882266,5.778023900724027,True,2026-09-02T20:15:00+00:00,SL,-1.0,0.0,0.4975,0.012649821563363998,0.04056524470935975
TENCENTUSDC,30000103,SHORT,2026-09-02T18:45:00+00:00,56.18,56.42912937830304,55.5975996853217,2.3377424157895845,False,2026-09-02T21:45:00+00:00,SL,-1.0,0.0,56.27,0.11825875660608003,0.47039874128679077
UAIUSDC,30000131,LONG,2026-09-02T18:45:00+00:00,0.5055,0.49204069153931534,0.59165868882266,6.401420182495591,True,2026-09-02T20:00:00+00:00,SL,-1.0,0.0,0.4975,0.010918616921369253,0.04056524470935975
BZUSDC,30000017,LONG,2026-09-02T19:00:00+00:00,95.37,94.93045769562465,96.460229051754,2.4803734268612816,False,2026-09-02T20:15:00+00:00,SL,-1.0,0.0,95.2,0.3990846087506948,1.1990837929840237
CLUSDC,30000008,LONG,2026-09-02T19:15:00+00:00,90.788,90.379151956888,91.71317620098841,2.2628852371319046,False,2026-09-02T20:15:00+00:00,SL,-1.0,0.0,90.575,0.39169608622402124,1.1472951960463311
MRNAUSDC,30000159,LONG,2026-09-02T19:30:00+00:00,150.12,147.8761240189567,155.22029314210192,2.2729835272493433,False,2026-09-03T09:30:00+00:00,SL,-1.0,0.0,149.31,1.1877519620866244,4.118827431592307
TENCENTUSDC,30000103,SHORT,2026-09-02T20:15:00+00:00,56.14,56.393938249592985,55.59401079451553,2.150086512605274,False,2026-09-02T21:45:00+00:00,SL,-1.0,0.0,56.27,0.10787649918596667,0.45604317806215555
TENCENTUSDC,30000103,SHORT,2026-09-02T21:30:00+00:00,56.19,56.331289490646405,55.59401079451553,4.21821327798536,True,2026-09-02T21:45:00+00:00,SL,-1.0,0.0,56.27,0.10257898129280915,0.45604317806215555
BZUSDC,30000017,LONG,2026-09-02T21:45:00+00:00,95.3,94.9253338435418,96.4668118566703,3.114270762271187,True,2026-09-03T05:15:00+00:00,SL,-1.0,0.0,95.2,0.3293323129164345,1.1727525733188096
CLUSDC,30000008,LONG,2026-09-02T22:15:00+00:00,90.645,90.2241458496125,91.7156937802014,2.544096997060802,False,2026-09-03T05:30:00+00:00,SL,-1.0,0.0,90.575,0.32770830077501506,1.1372248791943775
COINUSDC,30000025,SHORT,2026-09-02T22:15:00+00:00,175.32,176.2024980727209,173.29067165313575,2.299527227982964,False,2026-09-03T01:45:00+00:00,SL,-1.0,0.0,175.33,0.624996145441832,3.3226866125430012
BZUSDC,30000017,LONG,2026-09-02T22:30:00+00:00,95.35,94.94645485536016,96.4668118566703,2.7675016575086437,False,2026-09-03T01:15:00+00:00,SL,-1.0,0.0,95.2,0.30709028927967974,1.1727525733188096
CLUSDC,30000008,LONG,2026-09-02T23:30:00+00:00,90.587,90.34825434052749,91.7156937802014,4.727599164295368,True,2026-09-03T05:30:00+00:00,TP1_THEN_SL,0.5,0.0,90.575,0.27749131894502427,1.1372248791943775
COINUSDC,30000025,SHORT,2026-09-02T23:30:00+00:00,175.32,175.738623087102,173.29067165313575,4.847626443425687,True,2026-09-03T00:15:00+00:00,SL,-1.0,0.0,175.33,0.5372461742040194,3.3226866125430012
BZUSDC,30000017,LONG,2026-09-02T23:45:00+00:00,95.26,94.96683793099045,96.4668118566703,4.116534791651266,True,2026-09-03T01:15:00+00:00,SL,-1.0,0.0,95.2,0.2463241380191104,1.1727525733188096
CLUSDC,30000008,LONG,2026-09-02T23:45:00+00:00,90.594,90.32128997031748,91.7156937802014,4.113137245107098,True,2026-09-03T05:30:00+00:00,TP1_THEN_SL,0.5,0.0,90.575,0.2734200593650495,1.1372248791943775
DELLUSDC,30000157,LONG,2026-09-02T23:45:00+00:00,484.74,481.54405146335085,493.16562688116994,2.6363462316586364,False,2026-09-03T05:30:00+00:00,SL,-1.0,0.0,482.98,2.871897073298354,15.21749247532036
TENCENTUSDC,30000103,SHORT,2026-09-02T23:45:00+00:00,56.24,56.431803959843805,55.59401079451553,3.3679659482032354,True,2026-09-03T01:00:00+00:00,SL,-1.0,0.0,56.27,0.10360791968760108,0.45604317806215555
BTWUSDC,30000083,LONG,2026-09-03T00:15:00+00:00,0.49251,0.4414257420233123,0.6893270948342234,3.852793455941767,True,2026-09-03T08:00:00+00:00,SL,-1.0,0.0,0.4575,0.0321485159533754,0.04269162066310627
COINUSDC,30000025,SHORT,2026-09-03T00:15:00+00:00,175.17,176.0193787291681,173.25158473454098,2.2586099693571575,False,2026-09-03T01:30:00+00:00,SL,-1.0,0.0,175.33,0.5187574583361997,3.166338938163854
DELLUSDC,30000157,LONG,2026-09-03T00:30:00+00:00,483.23,480.79425318644144,493.2912963896578,4.13068235731711,True,2026-09-03T05:30:00+00:00,SL,-1.0,0.0,482.98,2.6914936271171412,14.714814441368906
DELLUSDC,30000157,LONG,2026-09-03T00:45:00+00:00,484.33,480.82818793274896,493.2912963896578,2.559045493464356,False,2026-09-03T05:30:00+00:00,SL,-1.0,0.0,482.98,2.623624134502035,14.714814441368906
BTWUSDC,30000083,LONG,2026-09-03T01:15:00+00:00,0.46827,0.44397186821353335,0.6893270948342234,9.097699229590381,True,2026-09-03T08:00:00+00:00,SL,-1.0,0.0,0.4575,0.027056263572933385,0.04269162066310627
BTWUSDC,30000083,LONG,2026-09-03T01:30:00+00:00,0.47413,0.4446311470496793,0.6893270948342234,7.295100429723117,True,2026-09-03T08:00:00+00:00,SL,-1.0,0.0,0.4575,0.02573770590064143,0.04269162066310627
CXMTUSDC,30000113,SHORT,2026-09-03T01:30:00+00:00,8.1738,8.253189211723251,7.969374183948862,2.5749823132614202,False,2026-09-03T06:30:00+00:00,SL,-1.0,0.0,8.1956,0.034978423446504085,0.1542967357954493
BTWUSDC,30000083,LONG,2026-09-03T02:00:00+00:00,0.47512,0.44613446407270385,0.6893270948342234,7.390137459300906,True,2026-09-03T08:00:00+00:00,SL,-1.0,0.0,0.4575,0.022731071854592385,0.04269162066310627
DELLUSDC,30000157,LONG,2026-09-03T02:15:00+00:00,485.1,481.88966914752746,493.2912963896578,2.5515427431253497,False,2026-09-03T05:30:00+00:00,SL,-1.0,0.0,482.98,2.1806617049451176,14.714814441368906
DELLUSDC,30000157,LONG,2026-09-03T03:00:00+00:00,484.08,482.0080423104133,493.2912963896578,4.445697147172624,True,2026-09-03T05:30:00+00:00,SL,-1.0,0.0,482.98,1.9439153791734245,14.714814441368906
ASTERUSDC,30000068,LONG,2026-09-03T04:00:00+00:00,0.7154,0.708030498118207,0.7407326616392798,3.4374998535336547,True,2026-09-04T01:30:00+00:00,TP1_THEN_SL,0.5,0.0,0.7122,0.004739003763586097,0.015869353442881297
BTWUSDC,30000083,LONG,2026-09-03T05:30:00+00:00,0.46761,0.4508258278345497,0.6895100671705487,13.22079307714223,True,2026-09-03T08:00:00+00:00,SL,-1.0,0.0,0.4575,0.013348344330900586,0.04195973131780473
DELLUSDC,30000157,LONG,2026-09-03T06:00:00+00:00,483.22,479.7109498199516,493.48477521896797,2.9252289629059525,False,2026-09-03T13:45:00+00:00,TP,2.9252289629059525,0.0,482.98,1.5981003600967498,13.940899124128268
BTWUSDC,30000083,LONG,2026-09-03T06:45:00+00:00,0.4611,0.45220354158797055,0.6895100671705487,25.674269084616984,True,2026-09-03T08:00:00+00:00,SL,-1.0,0.0,0.4575,0.010592916824058937,0.04195973131780473
DELLUSDC,30000157,LONG,2026-09-03T06:45:00+00:00,483.34,480.94386891126237,493.48477521896797,4.23381478027262,True,2026-09-03T13:45:00+00:00,TP1_THEN_SL_BOTH_HIT,0.5,0.0,482.98,1.4522621774752904,13.940899124128268
DELLUSDC,30000157,LONG,2026-09-03T07:15:00+00:00,484.68,481.6035111358874,493.48477521896797,2.8619558229760234,False,2026-09-03T13:45:00+00:00,SL_BOTH_HIT,-1.0,0.0,482.98,1.4729777282251857,13.940899124128268
BTWUSDC,30000083,LONG,2026-09-03T07:30:00+00:00,0.46105,0.45066859230749257,0.6895100671705487,22.006655931202346,True,2026-09-03T08:00:00+00:00,SL,-1.0,0.0,0.4575,0.009322815385014895,0.04195973131780473
DELLUSDC,30000157,LONG,2026-09-03T07:45:00+00:00,485.37,481.6009153718485,493.48477521896797,2.1529830236122116,False,2026-09-03T13:45:00+00:00,SL_BOTH_HIT,-1.0,0.0,482.98,1.47816925630299,13.940899124128268
DELLUSDC,30000157,LONG,2026-09-03T09:45:00+00:00,483.84,482.3324375655742,493.6271127033274,6.492011527904156,True,2026-09-03T13:45:00+00:00,TP1_THEN_SL_BOTH_HIT,0.5,0.0,482.98,1.2951248688516912,13.371549186690538
DELLUSDC,30000157,LONG,2026-09-03T10:15:00+00:00,484.3,482.3491606935719,493.6271127033274,4.781076879368806,True,2026-09-03T13:45:00+00:00,TP1_THEN_SL_BOTH_HIT,0.5,0.0,482.98,1.2616786128562627,13.371549186690538
DELLUSDC,30000157,LONG,2026-09-03T10:45:00+00:00,484.32,482.38359581825586,493.6271127033274,4.806389487831196,True,2026-09-03T13:45:00+00:00,TP1_THEN_SL_BOTH_HIT,0.5,0.0,482.98,1.1928083634883657,13.371549186690538
DELLUSDC,30000157,LONG,2026-09-03T11:15:00+00:00,484.77,482.3737558498961,493.6271127033274,3.6962480233674966,True,2026-09-03T13:45:00+00:00,SL_BOTH_HIT,-1.0,0.0,482.98,1.2124883002078342,13.371549186690538
DELLUSDC,30000157,LONG,2026-09-03T11:45:00+00:00,484.35,482.3879176930436,493.6271127033274,4.72819752282364,True,2026-09-03T13:45:00+00:00,TP1_THEN_SL_BOTH_HIT,0.5,0.0,482.98,1.1841646139127664,13.371549186690538
DELLUSDC,30000157,LONG,2026-09-03T12:00:00+00:00,485.41,482.3811309808302,493.82321179594686,2.777674353925298,False,2026-09-03T13:45:00+00:00,SL_BOTH_HIT,-1.0,0.0,482.98,1.197738038339597,12.587152816212642
ARBUSDC,30000065,LONG,2026-09-03T15:30:00+00:00,0.1324,0.13026218040000648,0.1381497002915142,2.689516127334433,False,2026-09-03T16:30:00+00:00,SL,-1.0,0.0,0.1323,0.0020756391999870666,0.006601198833943267
BTWUSDC,30000083,LONG,2026-09-03T16:00:00+00:00,0.46646,0.44817287754571145,0.6888468692313111,12.160845413880786,True,2026-09-03T17:00:00+00:00,SL_BOTH_HIT,-1.0,0.0,0.4575,0.009394244908577045,0.04461252307475518
VSTUSDC,30000154,LONG,2026-09-03T16:00:00+00:00,144.62,143.24395403342166,147.73254507753745,2.261948476384879,False,2026-09-03T16:30:00+00:00,SL,-1.0,0.0,144.48,0.7920919331566798,2.029819689850209
BTWUSDC,30000083,LONG,2026-09-03T16:15:00+00:00,0.47182,0.4526486746113442,0.6888468692313111,11.32038942699976,True,2026-09-03T17:00:00+00:00,SL_BOTH_HIT,-1.0,0.0,0.4575,0.009322650777311548,0.04461252307475518
BTWUSDC,30000083,LONG,2026-09-03T18:00:00+00:00,0.45865,0.3858756802262365,0.6888468692313111,3.163160713105027,True,2026-09-13T12:15:00+00:00,TP1_THEN_TP2,2.5815803565525135,0.0,0.4575,0.01920863954752705,0.04461252307475518
BTWUSDC,30000083,LONG,2026-09-03T18:15:00+00:00,0.4805,0.3852005326383936,0.6888468692313111,2.186233302236152,False,2026-09-13T12:15:00+00:00,TP,2.186233302236152,0.0,0.4575,0.020558934723212813,0.04461252307475518
BTWUSDC,30000083,LONG,2026-09-03T18:30:00+00:00,0.48881,0.39537987009239073,0.6888468692313111,2.14103169319279,False,2026-09-13T12:15:00+00:00,TP,2.14103169319279,0.0,0.4575,0.02014025981521853,0.04461252307475518
BTWUSDC,30000083,LONG,2026-09-03T18:45:00+00:00,0.4984,0.4285794621160425,0.6888468692313111,2.72766259045205,False,2026-09-05T00:45:00+00:00,SL,-1.0,0.0,0.4575,0.01938107576791504,0.04461252307475518
ENAUSDC,30000058,LONG,2026-09-03T20:30:00+00:00,0.1703,0.16857009801359318,0.1780112265059462,4.4576089087932464,True,2026-09-03T20:45:00+00:00,SL,-1.0,0.0,0.1698,0.0024598039728136426,0.00755509397621523
CRMUSDC,30000123,LONG,2026-09-03T20:45:00+00:00,264.17,263.26433892704273,266.8986679816377,3.012901915644509,True,2026-09-04T07:30:00+00:00,SL,-1.0,0.0,264.07,0.9313221459146213,3.6453280734492823
ENAUSDC,30000058,LONG,2026-09-03T21:00:00+00:00,0.1699,0.16723767428764144,0.1780112265059462,3.0466694846140614,True,2026-09-03T22:15:00+00:00,SL,-1.0,0.0,0.1698,0.002324651424717087,0.00755509397621523
VSTUSDC,30000154,LONG,2026-09-03T21:00:00+00:00,144.58,143.42461734558879,147.73165278417585,2.727799982233499,False,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,144.48,0.5507653088224268,2.0333888632966737
AAPLUSDC,30000012,LONG,2026-09-03T21:15:00+00:00,328.31,327.58111849817766,330.3498597416002,2.798616423245969,False,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.6577630036447869,2.6005610335992877
ENAUSDC,30000058,LONG,2026-09-03T21:15:00+00:00,0.1703,0.1672706647615636,0.1780112265059462,2.5455177123038886,False,2026-09-03T22:15:00+00:00,SL,-1.0,0.0,0.1698,0.002258670476872795,0.00755509397621523
AAPLUSDC,30000012,LONG,2026-09-03T22:00:00+00:00,328.26,327.67299825384566,330.3498597416002,3.560227470006134,True,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.5940034923086749,2.6005610335992877
CRMUSDC,30000123,LONG,2026-09-03T22:00:00+00:00,264.6,263.5578372469763,266.8986679816377,2.205670827294814,False,2026-09-04T06:15:00+00:00,SL,-1.0,0.0,264.07,0.8243255060474567,3.6453280734492823
AAPLUSDC,30000012,LONG,2026-09-03T22:15:00+00:00,328.3,327.6834949102661,330.3498597416002,3.324968075259507,True,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.5730101794678509,2.6005610335992877
CRMUSDC,30000123,LONG,2026-09-03T22:30:00+00:00,264.52,263.5873329941863,266.8986679816377,2.550393620456696,False,2026-09-04T06:15:00+00:00,SL,-1.0,0.0,264.07,0.7653340116274923,3.6453280734492823
AAPLUSDC,30000012,LONG,2026-09-03T22:45:00+00:00,328.19,327.7039503509312,330.3498597416002,4.443701884649617,True,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.5320992981376512,2.6005610335992877
CRMUSDC,30000123,LONG,2026-09-03T23:15:00+00:00,264.72,263.7110141203478,266.8986679816377,2.1592650854425806,False,2026-09-04T05:45:00+00:00,SL,-1.0,0.0,264.07,0.7179717593043878,3.6453280734492823
AAPLUSDC,30000012,LONG,2026-09-03T23:30:00+00:00,327.98,327.65543021807537,330.3498597416002,7.301541528441917,True,2026-09-04T06:30:00+00:00,TP1_THEN_SL,0.5,0.0,327.97,0.4691395638492909,2.6005610335992877
AAPLUSDC,30000012,LONG,2026-09-03T23:45:00+00:00,328.04,327.66218337375597,330.3498597416002,6.113705912211755,True,2026-09-04T06:30:00+00:00,TP1_THEN_SL,0.5,0.0,327.97,0.45563325248807757,2.6005610335992877
AAPLUSDC,30000012,LONG,2026-09-04T00:00:00+00:00,328.19,327.6652425239831,330.3851464382408,4.183163725275255,True,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.4495149520337562,2.459414247036853
CRMUSDC,30000123,LONG,2026-09-04T00:00:00+00:00,264.49,263.73458410820723,266.9393952126946,3.242445968248818,True,2026-09-04T05:30:00+00:00,SL,-1.0,0.0,264.07,0.6708317835855,3.4824191492216436
AAPLUSDC,30000012,LONG,2026-09-04T00:15:00+00:00,328.51,327.58523894794087,330.3851464382408,2.0277091407185495,False,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.4695221041182225,2.459414247036853
LYTEUSDC,30000153,SHORT,2026-09-04T00:30:00+00:00,23.19,23.41254482803745,22.70654233239353,2.172405765930079,False,2026-09-04T05:30:00+00:00,SL,-1.0,0.0,23.36,0.10508965607489891,0.38616932957411876
VSTUSDC,30000154,LONG,2026-09-04T00:30:00+00:00,144.61,143.80556083204175,147.75013371399365,3.903506739936051,True,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,144.48,0.4488783359165147,1.9594651440254869
CRMUSDC,30000123,LONG,2026-09-04T00:45:00+00:00,264.48,263.6128022811755,266.9393952126946,2.8360259250085242,False,2026-09-04T06:15:00+00:00,SL,-1.0,0.0,264.07,0.6343954376489754,3.4824191492216436
ENAUSDC,30000058,LONG,2026-09-04T00:45:00+00:00,0.1699,0.1668659361287422,0.17804955992863758,2.686021215914327,False,2026-09-04T01:00:00+00:00,SL,-1.0,0.0,0.1698,0.0018681277425156167,0.007401760285449665
SUIUSDC,30000054,LONG,2026-09-04T00:45:00+00:00,0.7814,0.7765209266317595,0.7915705018484609,2.0845150463742095,False,2026-09-04T01:00:00+00:00,SL,-1.0,0.0,0.7797,0.004758146736481039,0.01971799260615643
AAPLUSDC,30000012,LONG,2026-09-04T01:00:00+00:00,328.45,327.5976963834533,330.3851464382408,2.2704895305753743,False,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.4446072330933801,2.459414247036853
CRMUSDC,30000123,LONG,2026-09-04T01:15:00+00:00,264.55,263.6382285748612,266.9393952126946,2.620607694884552,False,2026-09-04T06:15:00+00:00,SL,-1.0,0.0,264.07,0.5835428502776291,3.4824191492216436
AAPLUSDC,30000012,LONG,2026-09-04T01:30:00+00:00,328.6,327.76340721778234,330.3851464382408,2.1338295956948254,False,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.413185564435384,2.459414247036853
VSTUSDC,30000154,LONG,2026-09-04T01:30:00+00:00,144.5,143.8926787331992,147.75013371399365,5.351588840473965,True,2026-09-04T12:45:00+00:00,TP1_THEN_SL,0.5,0.0,144.48,0.43464253360161376,1.9594651440254869
CRMUSDC,30000123,LONG,2026-09-04T02:00:00+00:00,264.15,263.79175098683197,266.9393952126946,7.786190917953729,True,2026-09-04T05:30:00+00:00,TP1_THEN_SL,0.5,0.0,264.07,0.5564980263359979,3.4824191492216436
EWJUSDC,30000019,LONG,2026-09-04T02:00:00+00:00,97.5,97.28048156686845,98.21882932236788,3.274573857481464,True,2026-09-04T12:45:00+00:00,TP1_THEN_SL,0.5,0.0,97.47,0.1790368662631303,0.8446827105285075
LYTEUSDC,30000153,SHORT,2026-09-04T02:00:00+00:00,23.31,23.452558166999015,22.70654233239353,4.2330627582398215,True,2026-09-04T05:30:00+00:00,SL,-1.0,0.0,23.36,0.10511633399803047,0.38616932957411876
AAPLUSDC,30000012,LONG,2026-09-04T02:15:00+00:00,328.26,327.7718309149119,330.3851464382408,4.353299918320952,True,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.3963381701762693,2.459414247036853
CRMUSDC,30000123,LONG,2026-09-04T02:15:00+00:00,264.3,263.80305644263535,266.9393952126946,5.311257533333472,True,2026-09-04T05:30:00+00:00,SL,-1.0,0.0,264.07,0.5338871147293329,3.4824191492216436
AAPLUSDC,30000012,LONG,2026-09-04T02:30:00+00:00,328.45,327.77027156384673,330.3851464382408,2.8469405358296433,False,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.39945687230653565,2.459414247036853
CRMUSDC,30000123,LONG,2026-09-04T02:30:00+00:00,264.61,263.8071011379579,266.9393952126946,2.9012311796904218,False,2026-09-04T05:30:00+00:00,SL,-1.0,0.0,264.07,0.5257977240842326,3.4824191492216436
LYTEUSDC,30000153,SHORT,2026-09-04T02:45:00+00:00,23.3,23.452207451481687,22.70654233239353,3.89900534979969,True,2026-09-04T05:30:00+00:00,SL,-1.0,0.0,23.36,0.10441490296338021,0.38616932957411876
CRMUSDC,30000123,LONG,2026-09-04T03:15:00+00:00,264.51,263.80934353823994,266.9393952126946,3.467312934775433,True,2026-09-04T05:30:00+00:00,SL,-1.0,0.0,264.07,0.5213129235201007,3.4824191492216436
LYTEUSDC,30000153,SHORT,2026-09-04T03:15:00+00:00,23.22,23.440590791966482,22.70654233239353,2.327647781800819,False,2026-09-04T05:30:00+00:00,SL,-1.0,0.0,23.36,0.1011815839329632,0.38616932957411876
TSLAUSDC,30000023,LONG,2026-09-04T03:15:00+00:00,369.53,366.0943386730743,382.81356397736994,3.866377594690447,True,2026-09-04T11:45:00+00:00,SL,-1.0,0.0,368.98,1.4313226538515003,5.425744090520375
VSTUSDC,30000154,LONG,2026-09-04T03:15:00+00:00,144.83,143.89065698957123,147.75013371399365,3.1086979746202292,True,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,144.48,0.3986860208575547,1.9594651440254869
TSLAUSDC,30000023,LONG,2026-09-04T03:45:00+00:00,369.93,366.1404160059336,382.81356397736994,3.399730418310454,True,2026-09-04T11:45:00+00:00,SL,-1.0,0.0,368.98,1.3391679881327685,5.425744090520375
AAPLUSDC,30000012,LONG,2026-09-04T04:15:00+00:00,328.57,327.77793629159703,330.4102668763677,2.3233823956891464,False,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.38412741680598544,2.3589324945293098
LYTEUSDC,30000153,SHORT,2026-09-04T04:15:00+00:00,23.29,23.449221823624725,22.70445583560269,3.6775371055753756,True,2026-09-04T05:30:00+00:00,SL,-1.0,0.0,23.36,0.09844364724945333,0.37782334241076837
TSLAUSDC,30000023,LONG,2026-09-04T04:15:00+00:00,369.98,366.1501562929578,382.7668048802519,3.3387275978755406,True,2026-09-04T11:45:00+00:00,SL,-1.0,0.0,368.98,1.3196874140844401,5.612780478992387
TSLAUSDC,30000023,LONG,2026-09-04T04:30:00+00:00,370.31,368.0162008557843,382.7668048802519,5.4306432678137195,True,2026-09-04T09:30:00+00:00,SL,-1.0,0.0,368.98,1.2675982884313395,5.612780478992387
AAPLUSDC,30000012,LONG,2026-09-04T05:00:00+00:00,328.49,327.77628891345216,330.4102668763677,2.6905381078719715,False,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.38742217309575294,2.3589324945293098
CRMUSDC,30000123,LONG,2026-09-04T05:00:00+00:00,264.7,263.8322951429686,266.98422648157214,2.632492446091556,False,2026-09-04T05:30:00+00:00,SL,-1.0,0.0,264.07,0.47540971406283017,3.3030940737114425
TSLAUSDC,30000023,LONG,2026-09-04T05:00:00+00:00,370.23,368.05474090444795,382.7668048802519,5.763361663852811,True,2026-09-04T09:30:00+00:00,SL,-1.0,0.0,368.98,1.1905181911040128,5.612780478992387
WLDUSDC,30000044,LONG,2026-09-04T05:00:00+00:00,0.3923,0.3906916475249205,0.40666037644634834,8.928625204272421,True,2026-09-04T06:00:00+00:00,SL,-1.0,0.0,0.3918,0.0022167049501589484,0.010558494214606686
LYTEUSDC,30000153,SHORT,2026-09-04T05:15:00+00:00,23.34,23.446059976310906,22.70445583560269,5.992309130206332,True,2026-09-04T05:30:00+00:00,SL,-1.0,0.0,23.36,0.0921199526218169,0.37782334241076837
AAPLUSDC,30000012,LONG,2026-09-04T06:00:00+00:00,328.4,327.7816847187793,330.4102668763677,3.2512003785495547,True,2026-09-04T06:30:00+00:00,SL,-1.0,0.0,327.97,0.37663056244147963,2.3589324945293098
TSLAUSDC,30000023,LONG,2026-09-04T06:30:00+00:00,369.77,368.4098188748773,382.7668048802519,9.555201612638063,True,2026-09-04T09:30:00+00:00,SL,-1.0,0.0,368.98,1.1403622502453863,5.612780478992387
COINUSDC,30000025,LONG,2026-09-04T06:45:00+00:00,190.5,189.61776713640913,194.9662764376917,5.062468903632797,True,2026-09-04T08:15:00+00:00,SL,-1.0,0.0,189.96,0.6844657271817844,3.934894249233175
TSLAUSDC,30000023,LONG,2026-09-04T07:00:00+00:00,370.66,368.42154841537445,382.7668048802519,5.40856231307633,True,2026-09-04T09:30:00+00:00,SL,-1.0,0.0,368.98,1.1169031692511509,5.612780478992387
COINUSDC,30000025,LONG,2026-09-04T07:15:00+00:00,191.04,189.62231526971388,194.9662764376917,2.76949899636665,False,2026-09-04T08:15:00+00:00,SL,-1.0,0.0,189.96,0.675369460572253,3.934894249233175
HYPEUSDC,30000041,LONG,2026-09-04T07:15:00+00:00,86.177,85.47759493884126,87.68158432039182,2.151234533389116,False,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,86.124,0.41681012231747816,1.8176627184327077
TSLAUSDC,30000023,LONG,2026-09-04T07:15:00+00:00,371.36,368.43212719125535,382.7668048802519,3.8959359321153744,True,2026-09-04T09:30:00+00:00,SL,-1.0,0.0,368.98,1.0957456174892977,5.612780478992387
EWJUSDC,30000019,LONG,2026-09-04T07:30:00+00:00,97.55,97.2928872413461,98.21767460831522,2.596816322187935,False,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,97.47,0.19422551730782292,0.8493015667391239
ADAUSDC,30000045,LONG,2026-09-04T08:15:00+00:00,0.2211,0.2192456354588057,0.22544335491869869,2.3422335911909795,False,2026-09-04T10:15:00+00:00,SL,-1.0,0.0,0.2207,0.0013087290823885847,0.005426580325205285
BNBUSDC,30000050,LONG,2026-09-04T08:15:00+00:00,716.8,712.7173348792354,728.4239039257635,2.8471362656329724,False,2026-09-04T13:00:00+00:00,SL,-1.0,0.0,716.0,2.3653302415292097,9.104384296946264
ADAUSDC,30000045,LONG,2026-09-04T08:30:00+00:00,0.2213,0.2192709390139366,0.22544335491869869,2.0420061038861412,False,2026-09-04T10:15:00+00:00,SL,-1.0,0.0,0.2207,0.0012581219721268474,0.005426580325205285
COINUSDC,30000025,LONG,2026-09-04T08:30:00+00:00,191.13,189.20836845095226,194.99308874461556,2.0103170904588494,False,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,189.96,0.723263098095442,3.8276450215376596
EWJUSDC,30000019,LONG,2026-09-04T08:30:00+00:00,97.49,97.25305641820685,98.22212440408414,3.089868054427028,True,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,97.47,0.1938871635862879,0.8315023836634455
LYTEUSDC,30000153,SHORT,2026-09-04T08:30:00+00:00,23.31,23.445201096395124,22.70588692177543,4.4682557636888385,True,2026-09-04T12:00:00+00:00,SL,-1.0,0.0,23.36,0.11040219279024426,0.38354768710172665
EWJUSDC,30000019,LONG,2026-09-04T08:45:00+00:00,97.5,97.21319398427602,98.22212440408414,2.517814705738607,False,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,97.47,0.19361203144797318,0.8315023836634455
EWJUSDC,30000019,LONG,2026-09-04T09:00:00+00:00,97.54,97.21760863662479,98.22212440408414,2.115827164049179,False,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,97.47,0.1847827267504385,0.8315023836634455
WLDUSDC,30000044,LONG,2026-09-04T09:00:00+00:00,0.3933,0.38720665638162904,0.40665922191272524,2.192428779569937,False,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,0.3918,0.0021866872367418697,0.010563112349098994
LYTEUSDC,30000153,SHORT,2026-09-04T09:30:00+00:00,23.24,23.451887885958655,22.70588692177543,2.520734377088379,False,2026-09-04T12:00:00+00:00,SL,-1.0,0.0,23.36,0.10377577191731643,0.38354768710172665
WLDUSDC,30000044,LONG,2026-09-04T09:30:00+00:00,0.3928,0.3881281114773817,0.40665922191272524,2.9665138296061166,False,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,0.3918,0.002143777045236615,0.010563112349098994
BNBUSDC,30000050,LONG,2026-09-04T09:45:00+00:00,719.3,714.8112619102396,728.4239039257635,2.0326211383499855,False,2026-09-04T12:45:00+00:00,SL,-1.0,0.0,716.0,2.3774761795206216,9.104384296946264
